obcina,regija,leto,stopnja.izobrazbe,stevilo.brezposelnih,vrsta.place,povprecna.placa
AJDOVŠČINA,Goriška,2017,OŠ ali manj,250,bruto,1471.64
AJDOVŠČINA,Goriška,2017,OŠ ali manj,250,neto,987.79
AJDOVŠČINA,Goriška,2018,OŠ ali manj,224,bruto,1523.35
AJDOVŠČINA,Goriška,2018,OŠ ali manj,224,neto,1014.56
AJDOVŠČINA,Goriška,2019,OŠ ali manj,204,bruto,1601.13
AJDOVŠČINA,Goriška,2019,OŠ ali manj,204,neto,1055.98
AJDOVŠČINA,Goriška,2020,OŠ ali manj,166,bruto,1668.23
AJDOVŠČINA,Goriška,2020,OŠ ali manj,166,neto,1112.12
AJDOVŠČINA,Goriška,2017,srednje poklicno izobraževanje,221,bruto,1471.64
AJDOVŠČINA,Goriška,2017,srednje poklicno izobraževanje,221,neto,987.79
AJDOVŠČINA,Goriška,2018,srednje poklicno izobraževanje,180,bruto,1523.35
AJDOVŠČINA,Goriška,2018,srednje poklicno izobraževanje,180,neto,1014.56
AJDOVŠČINA,Goriška,2019,srednje poklicno izobraževanje,175,bruto,1601.13
AJDOVŠČINA,Goriška,2019,srednje poklicno izobraževanje,175,neto,1055.98
AJDOVŠČINA,Goriška,2020,srednje poklicno izobraževanje,148,bruto,1668.23
AJDOVŠČINA,Goriška,2020,srednje poklicno izobraževanje,148,neto,1112.12
AJDOVŠČINA,Goriška,2017,"strokovno, splošno izobraževanje",187,bruto,1471.64
AJDOVŠČINA,Goriška,2017,"strokovno, splošno izobraževanje",187,neto,987.79
AJDOVŠČINA,Goriška,2018,"strokovno, splošno izobraževanje",173,bruto,1523.35
AJDOVŠČINA,Goriška,2018,"strokovno, splošno izobraževanje",173,neto,1014.56
AJDOVŠČINA,Goriška,2019,"strokovno, splošno izobraževanje",139,bruto,1601.13
AJDOVŠČINA,Goriška,2019,"strokovno, splošno izobraževanje",139,neto,1055.98
AJDOVŠČINA,Goriška,2020,"strokovno, splošno izobraževanje",128,bruto,1668.23
AJDOVŠČINA,Goriška,2020,"strokovno, splošno izobraževanje",128,neto,1112.12
AJDOVŠČINA,Goriška,2017,"izobraževanje prve, druge, tretje stopnje",141,bruto,1471.64
AJDOVŠČINA,Goriška,2017,"izobraževanje prve, druge, tretje stopnje",141,neto,987.79
AJDOVŠČINA,Goriška,2018,"izobraževanje prve, druge, tretje stopnje",122,bruto,1523.35
AJDOVŠČINA,Goriška,2018,"izobraževanje prve, druge, tretje stopnje",122,neto,1014.56
AJDOVŠČINA,Goriška,2019,"izobraževanje prve, druge, tretje stopnje",103,bruto,1601.13
AJDOVŠČINA,Goriška,2019,"izobraževanje prve, druge, tretje stopnje",103,neto,1055.98
AJDOVŠČINA,Goriška,2020,"izobraževanje prve, druge, tretje stopnje",92,bruto,1668.23
AJDOVŠČINA,Goriška,2020,"izobraževanje prve, druge, tretje stopnje",92,neto,1112.12
AJDOVŠČINA,Goriška,2017,Skupaj,799,bruto,1471.64
AJDOVŠČINA,Goriška,2017,Skupaj,799,neto,987.79
AJDOVŠČINA,Goriška,2018,Skupaj,699,bruto,1523.35
AJDOVŠČINA,Goriška,2018,Skupaj,699,neto,1014.56
AJDOVŠČINA,Goriška,2019,Skupaj,621,bruto,1601.13
AJDOVŠČINA,Goriška,2019,Skupaj,621,neto,1055.98
AJDOVŠČINA,Goriška,2020,Skupaj,534,bruto,1668.23
AJDOVŠČINA,Goriška,2020,Skupaj,534,neto,1112.12
ANKARAN,Obalno-kraška,2017,OŠ ali manj,48,bruto,1583.74
ANKARAN,Obalno-kraška,2017,OŠ ali manj,48,neto,1031.9
ANKARAN,Obalno-kraška,2018,OŠ ali manj,30,bruto,1654.04
ANKARAN,Obalno-kraška,2018,OŠ ali manj,30,neto,1073.09
ANKARAN,Obalno-kraška,2019,OŠ ali manj,25,bruto,1722.55
ANKARAN,Obalno-kraška,2019,OŠ ali manj,25,neto,1113.57
ANKARAN,Obalno-kraška,2020,OŠ ali manj,23,bruto,1876.64
ANKARAN,Obalno-kraška,2020,OŠ ali manj,23,neto,1213.04
ANKARAN,Obalno-kraška,2017,srednje poklicno izobraževanje,34,bruto,1583.74
ANKARAN,Obalno-kraška,2017,srednje poklicno izobraževanje,34,neto,1031.9
ANKARAN,Obalno-kraška,2018,srednje poklicno izobraževanje,28,bruto,1654.04
ANKARAN,Obalno-kraška,2018,srednje poklicno izobraževanje,28,neto,1073.09
ANKARAN,Obalno-kraška,2019,srednje poklicno izobraževanje,27,bruto,1722.55
ANKARAN,Obalno-kraška,2019,srednje poklicno izobraževanje,27,neto,1113.57
ANKARAN,Obalno-kraška,2020,srednje poklicno izobraževanje,29,bruto,1876.64
ANKARAN,Obalno-kraška,2020,srednje poklicno izobraževanje,29,neto,1213.04
ANKARAN,Obalno-kraška,2017,"strokovno, splošno izobraževanje",40,bruto,1583.74
ANKARAN,Obalno-kraška,2017,"strokovno, splošno izobraževanje",40,neto,1031.9
ANKARAN,Obalno-kraška,2018,"strokovno, splošno izobraževanje",43,bruto,1654.04
ANKARAN,Obalno-kraška,2018,"strokovno, splošno izobraževanje",43,neto,1073.09
ANKARAN,Obalno-kraška,2019,"strokovno, splošno izobraževanje",35,bruto,1722.55
ANKARAN,Obalno-kraška,2019,"strokovno, splošno izobraževanje",35,neto,1113.57
ANKARAN,Obalno-kraška,2020,"strokovno, splošno izobraževanje",31,bruto,1876.64
ANKARAN,Obalno-kraška,2020,"strokovno, splošno izobraževanje",31,neto,1213.04
ANKARAN,Obalno-kraška,2017,"izobraževanje prve, druge, tretje stopnje",27,bruto,1583.74
ANKARAN,Obalno-kraška,2017,"izobraževanje prve, druge, tretje stopnje",27,neto,1031.9
ANKARAN,Obalno-kraška,2018,"izobraževanje prve, druge, tretje stopnje",20,bruto,1654.04
ANKARAN,Obalno-kraška,2018,"izobraževanje prve, druge, tretje stopnje",20,neto,1073.09
ANKARAN,Obalno-kraška,2019,"izobraževanje prve, druge, tretje stopnje",22,bruto,1722.55
ANKARAN,Obalno-kraška,2019,"izobraževanje prve, druge, tretje stopnje",22,neto,1113.57
ANKARAN,Obalno-kraška,2020,"izobraževanje prve, druge, tretje stopnje",21,bruto,1876.64
ANKARAN,Obalno-kraška,2020,"izobraževanje prve, druge, tretje stopnje",21,neto,1213.04
ANKARAN,Obalno-kraška,2017,Skupaj,149,bruto,1583.74
ANKARAN,Obalno-kraška,2017,Skupaj,149,neto,1031.9
ANKARAN,Obalno-kraška,2018,Skupaj,121,bruto,1654.04
ANKARAN,Obalno-kraška,2018,Skupaj,121,neto,1073.09
ANKARAN,Obalno-kraška,2019,Skupaj,109,bruto,1722.55
ANKARAN,Obalno-kraška,2019,Skupaj,109,neto,1113.57
ANKARAN,Obalno-kraška,2020,Skupaj,104,bruto,1876.64
ANKARAN,Obalno-kraška,2020,Skupaj,104,neto,1213.04
APAČE,Pomurska,2017,OŠ ali manj,90,bruto,1391.33
APAČE,Pomurska,2017,OŠ ali manj,90,neto,935.39
APAČE,Pomurska,2018,OŠ ali manj,79,bruto,1411.6
APAČE,Pomurska,2018,OŠ ali manj,79,neto,946.65
APAČE,Pomurska,2019,OŠ ali manj,77,bruto,1463.82
APAČE,Pomurska,2019,OŠ ali manj,77,neto,978.9
APAČE,Pomurska,2020,OŠ ali manj,74,bruto,1580.87
APAČE,Pomurska,2020,OŠ ali manj,74,neto,1061.52
APAČE,Pomurska,2017,srednje poklicno izobraževanje,94,bruto,1391.33
APAČE,Pomurska,2017,srednje poklicno izobraževanje,94,neto,935.39
APAČE,Pomurska,2018,srednje poklicno izobraževanje,80,bruto,1411.6
APAČE,Pomurska,2018,srednje poklicno izobraževanje,80,neto,946.65
APAČE,Pomurska,2019,srednje poklicno izobraževanje,66,bruto,1463.82
APAČE,Pomurska,2019,srednje poklicno izobraževanje,66,neto,978.9
APAČE,Pomurska,2020,srednje poklicno izobraževanje,66,bruto,1580.87
APAČE,Pomurska,2020,srednje poklicno izobraževanje,66,neto,1061.52
APAČE,Pomurska,2017,"strokovno, splošno izobraževanje",46,bruto,1391.33
APAČE,Pomurska,2017,"strokovno, splošno izobraževanje",46,neto,935.39
APAČE,Pomurska,2018,"strokovno, splošno izobraževanje",36,bruto,1411.6
APAČE,Pomurska,2018,"strokovno, splošno izobraževanje",36,neto,946.65
APAČE,Pomurska,2019,"strokovno, splošno izobraževanje",35,bruto,1463.82
APAČE,Pomurska,2019,"strokovno, splošno izobraževanje",35,neto,978.9
APAČE,Pomurska,2020,"strokovno, splošno izobraževanje",29,bruto,1580.87
APAČE,Pomurska,2020,"strokovno, splošno izobraževanje",29,neto,1061.52
APAČE,Pomurska,2017,"izobraževanje prve, druge, tretje stopnje",23,bruto,1391.33
APAČE,Pomurska,2017,"izobraževanje prve, druge, tretje stopnje",23,neto,935.39
APAČE,Pomurska,2018,"izobraževanje prve, druge, tretje stopnje",24,bruto,1411.6
APAČE,Pomurska,2018,"izobraževanje prve, druge, tretje stopnje",24,neto,946.65
APAČE,Pomurska,2019,"izobraževanje prve, druge, tretje stopnje",22,bruto,1463.82
APAČE,Pomurska,2019,"izobraževanje prve, druge, tretje stopnje",22,neto,978.9
APAČE,Pomurska,2020,"izobraževanje prve, druge, tretje stopnje",19,bruto,1580.87
APAČE,Pomurska,2020,"izobraževanje prve, druge, tretje stopnje",19,neto,1061.52
APAČE,Pomurska,2017,Skupaj,253,bruto,1391.33
APAČE,Pomurska,2017,Skupaj,253,neto,935.39
APAČE,Pomurska,2018,Skupaj,219,bruto,1411.6
APAČE,Pomurska,2018,Skupaj,219,neto,946.65
APAČE,Pomurska,2019,Skupaj,200,bruto,1463.82
APAČE,Pomurska,2019,Skupaj,200,neto,978.9
APAČE,Pomurska,2020,Skupaj,188,bruto,1580.87
APAČE,Pomurska,2020,Skupaj,188,neto,1061.52
BELTINCI,Pomurska,2017,OŠ ali manj,252,bruto,1313.11
BELTINCI,Pomurska,2017,OŠ ali manj,252,neto,886.47
BELTINCI,Pomurska,2018,OŠ ali manj,244,bruto,1360.31
BELTINCI,Pomurska,2018,OŠ ali manj,244,neto,915.36
BELTINCI,Pomurska,2019,OŠ ali manj,204,bruto,1420.35
BELTINCI,Pomurska,2019,OŠ ali manj,204,neto,953.26
BELTINCI,Pomurska,2020,OŠ ali manj,184,bruto,1494.7
BELTINCI,Pomurska,2020,OŠ ali manj,184,neto,1007.2
BELTINCI,Pomurska,2017,srednje poklicno izobraževanje,182,bruto,1313.11
BELTINCI,Pomurska,2017,srednje poklicno izobraževanje,182,neto,886.47
BELTINCI,Pomurska,2018,srednje poklicno izobraževanje,146,bruto,1360.31
BELTINCI,Pomurska,2018,srednje poklicno izobraževanje,146,neto,915.36
BELTINCI,Pomurska,2019,srednje poklicno izobraževanje,132,bruto,1420.35
BELTINCI,Pomurska,2019,srednje poklicno izobraževanje,132,neto,953.26
BELTINCI,Pomurska,2020,srednje poklicno izobraževanje,152,bruto,1494.7
BELTINCI,Pomurska,2020,srednje poklicno izobraževanje,152,neto,1007.2
BELTINCI,Pomurska,2017,"strokovno, splošno izobraževanje",132,bruto,1313.11
BELTINCI,Pomurska,2017,"strokovno, splošno izobraževanje",132,neto,886.47
BELTINCI,Pomurska,2018,"strokovno, splošno izobraževanje",116,bruto,1360.31
BELTINCI,Pomurska,2018,"strokovno, splošno izobraževanje",116,neto,915.36
BELTINCI,Pomurska,2019,"strokovno, splošno izobraževanje",121,bruto,1420.35
BELTINCI,Pomurska,2019,"strokovno, splošno izobraževanje",121,neto,953.26
BELTINCI,Pomurska,2020,"strokovno, splošno izobraževanje",120,bruto,1494.7
BELTINCI,Pomurska,2020,"strokovno, splošno izobraževanje",120,neto,1007.2
BELTINCI,Pomurska,2017,"izobraževanje prve, druge, tretje stopnje",90,bruto,1313.11
BELTINCI,Pomurska,2017,"izobraževanje prve, druge, tretje stopnje",90,neto,886.47
BELTINCI,Pomurska,2018,"izobraževanje prve, druge, tretje stopnje",83,bruto,1360.31
BELTINCI,Pomurska,2018,"izobraževanje prve, druge, tretje stopnje",83,neto,915.36
BELTINCI,Pomurska,2019,"izobraževanje prve, druge, tretje stopnje",59,bruto,1420.35
BELTINCI,Pomurska,2019,"izobraževanje prve, druge, tretje stopnje",59,neto,953.26
BELTINCI,Pomurska,2020,"izobraževanje prve, druge, tretje stopnje",45,bruto,1494.7
BELTINCI,Pomurska,2020,"izobraževanje prve, druge, tretje stopnje",45,neto,1007.2
BELTINCI,Pomurska,2017,Skupaj,656,bruto,1313.11
BELTINCI,Pomurska,2017,Skupaj,656,neto,886.47
BELTINCI,Pomurska,2018,Skupaj,589,bruto,1360.31
BELTINCI,Pomurska,2018,Skupaj,589,neto,915.36
BELTINCI,Pomurska,2019,Skupaj,516,bruto,1420.35
BELTINCI,Pomurska,2019,Skupaj,516,neto,953.26
BELTINCI,Pomurska,2020,Skupaj,501,bruto,1494.7
BELTINCI,Pomurska,2020,Skupaj,501,neto,1007.2
BENEDIKT,Podravska,2017,OŠ ali manj,44,bruto,1411.42
BENEDIKT,Podravska,2017,OŠ ali manj,44,neto,950.53
BENEDIKT,Podravska,2018,OŠ ali manj,24,bruto,1388.28
BENEDIKT,Podravska,2018,OŠ ali manj,24,neto,934.3
BENEDIKT,Podravska,2019,OŠ ali manj,24,bruto,1446.04
BENEDIKT,Podravska,2019,OŠ ali manj,24,neto,966.69
BENEDIKT,Podravska,2020,OŠ ali manj,20,bruto,1522.18
BENEDIKT,Podravska,2020,OŠ ali manj,20,neto,1017.28
BENEDIKT,Podravska,2017,srednje poklicno izobraževanje,46,bruto,1411.42
BENEDIKT,Podravska,2017,srednje poklicno izobraževanje,46,neto,950.53
BENEDIKT,Podravska,2018,srednje poklicno izobraževanje,36,bruto,1388.28
BENEDIKT,Podravska,2018,srednje poklicno izobraževanje,36,neto,934.3
BENEDIKT,Podravska,2019,srednje poklicno izobraževanje,23,bruto,1446.04
BENEDIKT,Podravska,2019,srednje poklicno izobraževanje,23,neto,966.69
BENEDIKT,Podravska,2020,srednje poklicno izobraževanje,18,bruto,1522.18
BENEDIKT,Podravska,2020,srednje poklicno izobraževanje,18,neto,1017.28
BENEDIKT,Podravska,2017,"strokovno, splošno izobraževanje",40,bruto,1411.42
BENEDIKT,Podravska,2017,"strokovno, splošno izobraževanje",40,neto,950.53
BENEDIKT,Podravska,2018,"strokovno, splošno izobraževanje",20,bruto,1388.28
BENEDIKT,Podravska,2018,"strokovno, splošno izobraževanje",20,neto,934.3
BENEDIKT,Podravska,2019,"strokovno, splošno izobraževanje",18,bruto,1446.04
BENEDIKT,Podravska,2019,"strokovno, splošno izobraževanje",18,neto,966.69
BENEDIKT,Podravska,2020,"strokovno, splošno izobraževanje",18,bruto,1522.18
BENEDIKT,Podravska,2020,"strokovno, splošno izobraževanje",18,neto,1017.28
BENEDIKT,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",13,bruto,1411.42
BENEDIKT,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",13,neto,950.53
BENEDIKT,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",7,bruto,1388.28
BENEDIKT,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",7,neto,934.3
BENEDIKT,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",10,bruto,1446.04
BENEDIKT,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",10,neto,966.69
BENEDIKT,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",7,bruto,1522.18
BENEDIKT,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",7,neto,1017.28
BENEDIKT,Podravska,2017,Skupaj,143,bruto,1411.42
BENEDIKT,Podravska,2017,Skupaj,143,neto,950.53
BENEDIKT,Podravska,2018,Skupaj,87,bruto,1388.28
BENEDIKT,Podravska,2018,Skupaj,87,neto,934.3
BENEDIKT,Podravska,2019,Skupaj,75,bruto,1446.04
BENEDIKT,Podravska,2019,Skupaj,75,neto,966.69
BENEDIKT,Podravska,2020,Skupaj,63,bruto,1522.18
BENEDIKT,Podravska,2020,Skupaj,63,neto,1017.28
BISTRICA OB SOTLI,Posavska,2017,OŠ ali manj,18,bruto,1420.16
BISTRICA OB SOTLI,Posavska,2017,OŠ ali manj,18,neto,954.98
BISTRICA OB SOTLI,Posavska,2018,OŠ ali manj,21,bruto,1485.85
BISTRICA OB SOTLI,Posavska,2018,OŠ ali manj,21,neto,990.28
BISTRICA OB SOTLI,Posavska,2019,OŠ ali manj,17,bruto,1585.62
BISTRICA OB SOTLI,Posavska,2019,OŠ ali manj,17,neto,1042.67
BISTRICA OB SOTLI,Posavska,2020,OŠ ali manj,15,bruto,1846.23
BISTRICA OB SOTLI,Posavska,2020,OŠ ali manj,15,neto,1204.63
BISTRICA OB SOTLI,Posavska,2017,srednje poklicno izobraževanje,12,bruto,1420.16
BISTRICA OB SOTLI,Posavska,2017,srednje poklicno izobraževanje,12,neto,954.98
BISTRICA OB SOTLI,Posavska,2018,srednje poklicno izobraževanje,10,bruto,1485.85
BISTRICA OB SOTLI,Posavska,2018,srednje poklicno izobraževanje,10,neto,990.28
BISTRICA OB SOTLI,Posavska,2019,srednje poklicno izobraževanje,15,bruto,1585.62
BISTRICA OB SOTLI,Posavska,2019,srednje poklicno izobraževanje,15,neto,1042.67
BISTRICA OB SOTLI,Posavska,2020,srednje poklicno izobraževanje,15,bruto,1846.23
BISTRICA OB SOTLI,Posavska,2020,srednje poklicno izobraževanje,15,neto,1204.63
BISTRICA OB SOTLI,Posavska,2017,"strokovno, splošno izobraževanje",12,bruto,1420.16
BISTRICA OB SOTLI,Posavska,2017,"strokovno, splošno izobraževanje",12,neto,954.98
BISTRICA OB SOTLI,Posavska,2018,"strokovno, splošno izobraževanje",10,bruto,1485.85
BISTRICA OB SOTLI,Posavska,2018,"strokovno, splošno izobraževanje",10,neto,990.28
BISTRICA OB SOTLI,Posavska,2019,"strokovno, splošno izobraževanje",14,bruto,1585.62
BISTRICA OB SOTLI,Posavska,2019,"strokovno, splošno izobraževanje",14,neto,1042.67
BISTRICA OB SOTLI,Posavska,2020,"strokovno, splošno izobraževanje",13,bruto,1846.23
BISTRICA OB SOTLI,Posavska,2020,"strokovno, splošno izobraževanje",13,neto,1204.63
BISTRICA OB SOTLI,Posavska,2017,"izobraževanje prve, druge, tretje stopnje",7,bruto,1420.16
BISTRICA OB SOTLI,Posavska,2017,"izobraževanje prve, druge, tretje stopnje",7,neto,954.98
BISTRICA OB SOTLI,Posavska,2018,"izobraževanje prve, druge, tretje stopnje",8,bruto,1485.85
BISTRICA OB SOTLI,Posavska,2018,"izobraževanje prve, druge, tretje stopnje",8,neto,990.28
BISTRICA OB SOTLI,Posavska,2019,"izobraževanje prve, druge, tretje stopnje",11,bruto,1585.62
BISTRICA OB SOTLI,Posavska,2019,"izobraževanje prve, druge, tretje stopnje",11,neto,1042.67
BISTRICA OB SOTLI,Posavska,2020,"izobraževanje prve, druge, tretje stopnje",13,bruto,1846.23
BISTRICA OB SOTLI,Posavska,2020,"izobraževanje prve, druge, tretje stopnje",13,neto,1204.63
BISTRICA OB SOTLI,Posavska,2017,Skupaj,49,bruto,1420.16
BISTRICA OB SOTLI,Posavska,2017,Skupaj,49,neto,954.98
BISTRICA OB SOTLI,Posavska,2018,Skupaj,49,bruto,1485.85
BISTRICA OB SOTLI,Posavska,2018,Skupaj,49,neto,990.28
BISTRICA OB SOTLI,Posavska,2019,Skupaj,57,bruto,1585.62
BISTRICA OB SOTLI,Posavska,2019,Skupaj,57,neto,1042.67
BISTRICA OB SOTLI,Posavska,2020,Skupaj,56,bruto,1846.23
BISTRICA OB SOTLI,Posavska,2020,Skupaj,56,neto,1204.63
BLED,Gorenjska,2017,OŠ ali manj,49,bruto,1539.73
BLED,Gorenjska,2017,OŠ ali manj,49,neto,1009.22
BLED,Gorenjska,2018,OŠ ali manj,38,bruto,1612.65
BLED,Gorenjska,2018,OŠ ali manj,38,neto,1051.54
BLED,Gorenjska,2019,OŠ ali manj,38,bruto,1668.38
BLED,Gorenjska,2019,OŠ ali manj,38,neto,1083.43
BLED,Gorenjska,2020,OŠ ali manj,34,bruto,1713.32
BLED,Gorenjska,2020,OŠ ali manj,34,neto,1120.64
BLED,Gorenjska,2017,srednje poklicno izobraževanje,61,bruto,1539.73
BLED,Gorenjska,2017,srednje poklicno izobraževanje,61,neto,1009.22
BLED,Gorenjska,2018,srednje poklicno izobraževanje,45,bruto,1612.65
BLED,Gorenjska,2018,srednje poklicno izobraževanje,45,neto,1051.54
BLED,Gorenjska,2019,srednje poklicno izobraževanje,45,bruto,1668.38
BLED,Gorenjska,2019,srednje poklicno izobraževanje,45,neto,1083.43
BLED,Gorenjska,2020,srednje poklicno izobraževanje,41,bruto,1713.32
BLED,Gorenjska,2020,srednje poklicno izobraževanje,41,neto,1120.64
BLED,Gorenjska,2017,"strokovno, splošno izobraževanje",82,bruto,1539.73
BLED,Gorenjska,2017,"strokovno, splošno izobraževanje",82,neto,1009.22
BLED,Gorenjska,2018,"strokovno, splošno izobraževanje",87,bruto,1612.65
BLED,Gorenjska,2018,"strokovno, splošno izobraževanje",87,neto,1051.54
BLED,Gorenjska,2019,"strokovno, splošno izobraževanje",78,bruto,1668.38
BLED,Gorenjska,2019,"strokovno, splošno izobraževanje",78,neto,1083.43
BLED,Gorenjska,2020,"strokovno, splošno izobraževanje",64,bruto,1713.32
BLED,Gorenjska,2020,"strokovno, splošno izobraževanje",64,neto,1120.64
BLED,Gorenjska,2017,"izobraževanje prve, druge, tretje stopnje",63,bruto,1539.73
BLED,Gorenjska,2017,"izobraževanje prve, druge, tretje stopnje",63,neto,1009.22
BLED,Gorenjska,2018,"izobraževanje prve, druge, tretje stopnje",55,bruto,1612.65
BLED,Gorenjska,2018,"izobraževanje prve, druge, tretje stopnje",55,neto,1051.54
BLED,Gorenjska,2019,"izobraževanje prve, druge, tretje stopnje",45,bruto,1668.38
BLED,Gorenjska,2019,"izobraževanje prve, druge, tretje stopnje",45,neto,1083.43
BLED,Gorenjska,2020,"izobraževanje prve, druge, tretje stopnje",56,bruto,1713.32
BLED,Gorenjska,2020,"izobraževanje prve, druge, tretje stopnje",56,neto,1120.64
BLED,Gorenjska,2017,Skupaj,255,bruto,1539.73
BLED,Gorenjska,2017,Skupaj,255,neto,1009.22
BLED,Gorenjska,2018,Skupaj,225,bruto,1612.65
BLED,Gorenjska,2018,Skupaj,225,neto,1051.54
BLED,Gorenjska,2019,Skupaj,206,bruto,1668.38
BLED,Gorenjska,2019,Skupaj,206,neto,1083.43
BLED,Gorenjska,2020,Skupaj,195,bruto,1713.32
BLED,Gorenjska,2020,Skupaj,195,neto,1120.64
BLOKE,Primorsko-notranjska,2017,OŠ ali manj,19,bruto,1302.67
BLOKE,Primorsko-notranjska,2017,OŠ ali manj,19,neto,881.85
BLOKE,Primorsko-notranjska,2018,OŠ ali manj,11,bruto,1391.41
BLOKE,Primorsko-notranjska,2018,OŠ ali manj,11,neto,933.69
BLOKE,Primorsko-notranjska,2019,OŠ ali manj,6,bruto,1502.13
BLOKE,Primorsko-notranjska,2019,OŠ ali manj,6,neto,997.5
BLOKE,Primorsko-notranjska,2020,OŠ ali manj,6,bruto,1593.58
BLOKE,Primorsko-notranjska,2020,OŠ ali manj,6,neto,1060.8
BLOKE,Primorsko-notranjska,2017,srednje poklicno izobraževanje,31,bruto,1302.67
BLOKE,Primorsko-notranjska,2017,srednje poklicno izobraževanje,31,neto,881.85
BLOKE,Primorsko-notranjska,2018,srednje poklicno izobraževanje,31,bruto,1391.41
BLOKE,Primorsko-notranjska,2018,srednje poklicno izobraževanje,31,neto,933.69
BLOKE,Primorsko-notranjska,2019,srednje poklicno izobraževanje,15,bruto,1502.13
BLOKE,Primorsko-notranjska,2019,srednje poklicno izobraževanje,15,neto,997.5
BLOKE,Primorsko-notranjska,2020,srednje poklicno izobraževanje,12,bruto,1593.58
BLOKE,Primorsko-notranjska,2020,srednje poklicno izobraževanje,12,neto,1060.8
BLOKE,Primorsko-notranjska,2017,"strokovno, splošno izobraževanje",20,bruto,1302.67
BLOKE,Primorsko-notranjska,2017,"strokovno, splošno izobraževanje",20,neto,881.85
BLOKE,Primorsko-notranjska,2018,"strokovno, splošno izobraževanje",13,bruto,1391.41
BLOKE,Primorsko-notranjska,2018,"strokovno, splošno izobraževanje",13,neto,933.69
BLOKE,Primorsko-notranjska,2019,"strokovno, splošno izobraževanje",16,bruto,1502.13
BLOKE,Primorsko-notranjska,2019,"strokovno, splošno izobraževanje",16,neto,997.5
BLOKE,Primorsko-notranjska,2020,"strokovno, splošno izobraževanje",15,bruto,1593.58
BLOKE,Primorsko-notranjska,2020,"strokovno, splošno izobraževanje",15,neto,1060.8
BLOKE,Primorsko-notranjska,2017,"izobraževanje prve, druge, tretje stopnje",15,bruto,1302.67
BLOKE,Primorsko-notranjska,2017,"izobraževanje prve, druge, tretje stopnje",15,neto,881.85
BLOKE,Primorsko-notranjska,2018,"izobraževanje prve, druge, tretje stopnje",10,bruto,1391.41
BLOKE,Primorsko-notranjska,2018,"izobraževanje prve, druge, tretje stopnje",10,neto,933.69
BLOKE,Primorsko-notranjska,2019,"izobraževanje prve, druge, tretje stopnje",9,bruto,1502.13
BLOKE,Primorsko-notranjska,2019,"izobraževanje prve, druge, tretje stopnje",9,neto,997.5
BLOKE,Primorsko-notranjska,2020,"izobraževanje prve, druge, tretje stopnje",9,bruto,1593.58
BLOKE,Primorsko-notranjska,2020,"izobraževanje prve, druge, tretje stopnje",9,neto,1060.8
BLOKE,Primorsko-notranjska,2017,Skupaj,85,bruto,1302.67
BLOKE,Primorsko-notranjska,2017,Skupaj,85,neto,881.85
BLOKE,Primorsko-notranjska,2018,Skupaj,65,bruto,1391.41
BLOKE,Primorsko-notranjska,2018,Skupaj,65,neto,933.69
BLOKE,Primorsko-notranjska,2019,Skupaj,46,bruto,1502.13
BLOKE,Primorsko-notranjska,2019,Skupaj,46,neto,997.5
BLOKE,Primorsko-notranjska,2020,Skupaj,42,bruto,1593.58
BLOKE,Primorsko-notranjska,2020,Skupaj,42,neto,1060.8
BOHINJ,Gorenjska,2017,OŠ ali manj,50,bruto,1270.18
BOHINJ,Gorenjska,2017,OŠ ali manj,50,neto,865.32
BOHINJ,Gorenjska,2018,OŠ ali manj,43,bruto,1335.03
BOHINJ,Gorenjska,2018,OŠ ali manj,43,neto,901.8
BOHINJ,Gorenjska,2019,OŠ ali manj,37,bruto,1406.27
BOHINJ,Gorenjska,2019,OŠ ali manj,37,neto,942.68
BOHINJ,Gorenjska,2020,OŠ ali manj,34,bruto,1428.11
BOHINJ,Gorenjska,2020,OŠ ali manj,34,neto,964.97
BOHINJ,Gorenjska,2017,srednje poklicno izobraževanje,58,bruto,1270.18
BOHINJ,Gorenjska,2017,srednje poklicno izobraževanje,58,neto,865.32
BOHINJ,Gorenjska,2018,srednje poklicno izobraževanje,38,bruto,1335.03
BOHINJ,Gorenjska,2018,srednje poklicno izobraževanje,38,neto,901.8
BOHINJ,Gorenjska,2019,srednje poklicno izobraževanje,30,bruto,1406.27
BOHINJ,Gorenjska,2019,srednje poklicno izobraževanje,30,neto,942.68
BOHINJ,Gorenjska,2020,srednje poklicno izobraževanje,23,bruto,1428.11
BOHINJ,Gorenjska,2020,srednje poklicno izobraževanje,23,neto,964.97
BOHINJ,Gorenjska,2017,"strokovno, splošno izobraževanje",27,bruto,1270.18
BOHINJ,Gorenjska,2017,"strokovno, splošno izobraževanje",27,neto,865.32
BOHINJ,Gorenjska,2018,"strokovno, splošno izobraževanje",32,bruto,1335.03
BOHINJ,Gorenjska,2018,"strokovno, splošno izobraževanje",32,neto,901.8
BOHINJ,Gorenjska,2019,"strokovno, splošno izobraževanje",34,bruto,1406.27
