obcina,regija,leto,stopnja.izobrazbe,stevilo.brezposelnih,vrsta.place,povprecna.placa
LOVRENC NA POHORJU,Podravska,2018,srednje poklicno izobraževanje,45,neto,933.23
LOVRENC NA POHORJU,Podravska,2019,srednje poklicno izobraževanje,38,bruto,1472.57
LOVRENC NA POHORJU,Podravska,2019,srednje poklicno izobraževanje,38,neto,978.34
LOVRENC NA POHORJU,Podravska,2020,srednje poklicno izobraževanje,41,bruto,1578.11
LOVRENC NA POHORJU,Podravska,2020,srednje poklicno izobraževanje,41,neto,1054.31
LOVRENC NA POHORJU,Podravska,2017,"strokovno, splošno izobraževanje",60,bruto,1327.92
LOVRENC NA POHORJU,Podravska,2017,"strokovno, splošno izobraževanje",60,neto,893.83
LOVRENC NA POHORJU,Podravska,2018,"strokovno, splošno izobraževanje",37,bruto,1393.44
LOVRENC NA POHORJU,Podravska,2018,"strokovno, splošno izobraževanje",37,neto,933.23
LOVRENC NA POHORJU,Podravska,2019,"strokovno, splošno izobraževanje",31,bruto,1472.57
LOVRENC NA POHORJU,Podravska,2019,"strokovno, splošno izobraževanje",31,neto,978.34
LOVRENC NA POHORJU,Podravska,2020,"strokovno, splošno izobraževanje",28,bruto,1578.11
LOVRENC NA POHORJU,Podravska,2020,"strokovno, splošno izobraževanje",28,neto,1054.31
LOVRENC NA POHORJU,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",22,bruto,1327.92
LOVRENC NA POHORJU,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",22,neto,893.83
LOVRENC NA POHORJU,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",25,bruto,1393.44
LOVRENC NA POHORJU,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",25,neto,933.23
LOVRENC NA POHORJU,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",14,bruto,1472.57
LOVRENC NA POHORJU,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",14,neto,978.34
LOVRENC NA POHORJU,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",17,bruto,1578.11
LOVRENC NA POHORJU,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",17,neto,1054.31
LOVRENC NA POHORJU,Podravska,2017,Skupaj,176,bruto,1327.92
LOVRENC NA POHORJU,Podravska,2017,Skupaj,176,neto,893.83
LOVRENC NA POHORJU,Podravska,2018,Skupaj,142,bruto,1393.44
LOVRENC NA POHORJU,Podravska,2018,Skupaj,142,neto,933.23
LOVRENC NA POHORJU,Podravska,2019,Skupaj,113,bruto,1472.57
LOVRENC NA POHORJU,Podravska,2019,Skupaj,113,neto,978.34
LOVRENC NA POHORJU,Podravska,2020,Skupaj,118,bruto,1578.11
LOVRENC NA POHORJU,Podravska,2020,Skupaj,118,neto,1054.31
LUČE,Savinjska,2017,OŠ ali manj,20,bruto,1270.23
LUČE,Savinjska,2017,OŠ ali manj,20,neto,868.71
LUČE,Savinjska,2018,OŠ ali manj,17,bruto,1318.36
LUČE,Savinjska,2018,OŠ ali manj,17,neto,897.23
LUČE,Savinjska,2019,OŠ ali manj,16,bruto,1384.49
LUČE,Savinjska,2019,OŠ ali manj,16,neto,932.51
LUČE,Savinjska,2020,OŠ ali manj,17,bruto,1508.59
LUČE,Savinjska,2020,OŠ ali manj,17,neto,1017.23
LUČE,Savinjska,2017,srednje poklicno izobraževanje,15,bruto,1270.23
LUČE,Savinjska,2017,srednje poklicno izobraževanje,15,neto,868.71
LUČE,Savinjska,2018,srednje poklicno izobraževanje,17,bruto,1318.36
LUČE,Savinjska,2018,srednje poklicno izobraževanje,17,neto,897.23
LUČE,Savinjska,2019,srednje poklicno izobraževanje,12,bruto,1384.49
LUČE,Savinjska,2019,srednje poklicno izobraževanje,12,neto,932.51
LUČE,Savinjska,2020,srednje poklicno izobraževanje,12,bruto,1508.59
LUČE,Savinjska,2020,srednje poklicno izobraževanje,12,neto,1017.23
LUČE,Savinjska,2017,"strokovno, splošno izobraževanje",24,bruto,1270.23
LUČE,Savinjska,2017,"strokovno, splošno izobraževanje",24,neto,868.71
LUČE,Savinjska,2018,"strokovno, splošno izobraževanje",25,bruto,1318.36
LUČE,Savinjska,2018,"strokovno, splošno izobraževanje",25,neto,897.23
LUČE,Savinjska,2019,"strokovno, splošno izobraževanje",16,bruto,1384.49
LUČE,Savinjska,2019,"strokovno, splošno izobraževanje",16,neto,932.51
LUČE,Savinjska,2020,"strokovno, splošno izobraževanje",7,bruto,1508.59
LUČE,Savinjska,2020,"strokovno, splošno izobraževanje",7,neto,1017.23
LUČE,Savinjska,2017,"izobraževanje prve, druge, tretje stopnje",12,bruto,1270.23
LUČE,Savinjska,2017,"izobraževanje prve, druge, tretje stopnje",12,neto,868.71
LUČE,Savinjska,2018,"izobraževanje prve, druge, tretje stopnje",18,bruto,1318.36
LUČE,Savinjska,2018,"izobraževanje prve, druge, tretje stopnje",18,neto,897.23
LUČE,Savinjska,2019,"izobraževanje prve, druge, tretje stopnje",14,bruto,1384.49
LUČE,Savinjska,2019,"izobraževanje prve, druge, tretje stopnje",14,neto,932.51
LUČE,Savinjska,2020,"izobraževanje prve, druge, tretje stopnje",8,bruto,1508.59
LUČE,Savinjska,2020,"izobraževanje prve, druge, tretje stopnje",8,neto,1017.23
LUČE,Savinjska,2017,Skupaj,71,bruto,1270.23
LUČE,Savinjska,2017,Skupaj,71,neto,868.71
LUČE,Savinjska,2018,Skupaj,77,bruto,1318.36
LUČE,Savinjska,2018,Skupaj,77,neto,897.23
LUČE,Savinjska,2019,Skupaj,58,bruto,1384.49
LUČE,Savinjska,2019,Skupaj,58,neto,932.51
LUČE,Savinjska,2020,Skupaj,44,bruto,1508.59
LUČE,Savinjska,2020,Skupaj,44,neto,1017.23
LUKOVICA,Osrednjeslovenska,2017,OŠ ali manj,51,bruto,1699.75
LUKOVICA,Osrednjeslovenska,2017,OŠ ali manj,51,neto,1073.66
LUKOVICA,Osrednjeslovenska,2018,OŠ ali manj,41,bruto,1764.38
LUKOVICA,Osrednjeslovenska,2018,OŠ ali manj,41,neto,1110.97
LUKOVICA,Osrednjeslovenska,2019,OŠ ali manj,44,bruto,1856.88
LUKOVICA,Osrednjeslovenska,2019,OŠ ali manj,44,neto,1164.64
LUKOVICA,Osrednjeslovenska,2020,OŠ ali manj,42,bruto,1986.67
LUKOVICA,Osrednjeslovenska,2020,OŠ ali manj,42,neto,1251.29
LUKOVICA,Osrednjeslovenska,2017,srednje poklicno izobraževanje,52,bruto,1699.75
LUKOVICA,Osrednjeslovenska,2017,srednje poklicno izobraževanje,52,neto,1073.66
LUKOVICA,Osrednjeslovenska,2018,srednje poklicno izobraževanje,43,bruto,1764.38
LUKOVICA,Osrednjeslovenska,2018,srednje poklicno izobraževanje,43,neto,1110.97
LUKOVICA,Osrednjeslovenska,2019,srednje poklicno izobraževanje,31,bruto,1856.88
LUKOVICA,Osrednjeslovenska,2019,srednje poklicno izobraževanje,31,neto,1164.64
LUKOVICA,Osrednjeslovenska,2020,srednje poklicno izobraževanje,48,bruto,1986.67
LUKOVICA,Osrednjeslovenska,2020,srednje poklicno izobraževanje,48,neto,1251.29
LUKOVICA,Osrednjeslovenska,2017,"strokovno, splošno izobraževanje",55,bruto,1699.75
LUKOVICA,Osrednjeslovenska,2017,"strokovno, splošno izobraževanje",55,neto,1073.66
LUKOVICA,Osrednjeslovenska,2018,"strokovno, splošno izobraževanje",47,bruto,1764.38
LUKOVICA,Osrednjeslovenska,2018,"strokovno, splošno izobraževanje",47,neto,1110.97
LUKOVICA,Osrednjeslovenska,2019,"strokovno, splošno izobraževanje",39,bruto,1856.88
LUKOVICA,Osrednjeslovenska,2019,"strokovno, splošno izobraževanje",39,neto,1164.64
LUKOVICA,Osrednjeslovenska,2020,"strokovno, splošno izobraževanje",31,bruto,1986.67
LUKOVICA,Osrednjeslovenska,2020,"strokovno, splošno izobraževanje",31,neto,1251.29
LUKOVICA,Osrednjeslovenska,2017,"izobraževanje prve, druge, tretje stopnje",28,bruto,1699.75
LUKOVICA,Osrednjeslovenska,2017,"izobraževanje prve, druge, tretje stopnje",28,neto,1073.66
LUKOVICA,Osrednjeslovenska,2018,"izobraževanje prve, druge, tretje stopnje",23,bruto,1764.38
LUKOVICA,Osrednjeslovenska,2018,"izobraževanje prve, druge, tretje stopnje",23,neto,1110.97
LUKOVICA,Osrednjeslovenska,2019,"izobraževanje prve, druge, tretje stopnje",14,bruto,1856.88
LUKOVICA,Osrednjeslovenska,2019,"izobraževanje prve, druge, tretje stopnje",14,neto,1164.64
LUKOVICA,Osrednjeslovenska,2020,"izobraževanje prve, druge, tretje stopnje",19,bruto,1986.67
LUKOVICA,Osrednjeslovenska,2020,"izobraževanje prve, druge, tretje stopnje",19,neto,1251.29
LUKOVICA,Osrednjeslovenska,2017,Skupaj,186,bruto,1699.75
LUKOVICA,Osrednjeslovenska,2017,Skupaj,186,neto,1073.66
LUKOVICA,Osrednjeslovenska,2018,Skupaj,154,bruto,1764.38
LUKOVICA,Osrednjeslovenska,2018,Skupaj,154,neto,1110.97
LUKOVICA,Osrednjeslovenska,2019,Skupaj,128,bruto,1856.88
LUKOVICA,Osrednjeslovenska,2019,Skupaj,128,neto,1164.64
LUKOVICA,Osrednjeslovenska,2020,Skupaj,140,bruto,1986.67
LUKOVICA,Osrednjeslovenska,2020,Skupaj,140,neto,1251.29
MAJŠPERK,Podravska,2017,OŠ ali manj,35,bruto,1294.23
MAJŠPERK,Podravska,2017,OŠ ali manj,35,neto,875.1
MAJŠPERK,Podravska,2018,OŠ ali manj,32,bruto,1401.5
MAJŠPERK,Podravska,2018,OŠ ali manj,32,neto,935.44
MAJŠPERK,Podravska,2019,OŠ ali manj,31,bruto,1515.06
MAJŠPERK,Podravska,2019,OŠ ali manj,31,neto,1000.49
MAJŠPERK,Podravska,2020,OŠ ali manj,27,bruto,1651.82
MAJŠPERK,Podravska,2020,OŠ ali manj,27,neto,1093.81
MAJŠPERK,Podravska,2017,srednje poklicno izobraževanje,45,bruto,1294.23
MAJŠPERK,Podravska,2017,srednje poklicno izobraževanje,45,neto,875.1
MAJŠPERK,Podravska,2018,srednje poklicno izobraževanje,40,bruto,1401.5
MAJŠPERK,Podravska,2018,srednje poklicno izobraževanje,40,neto,935.44
MAJŠPERK,Podravska,2019,srednje poklicno izobraževanje,33,bruto,1515.06
MAJŠPERK,Podravska,2019,srednje poklicno izobraževanje,33,neto,1000.49
MAJŠPERK,Podravska,2020,srednje poklicno izobraževanje,32,bruto,1651.82
MAJŠPERK,Podravska,2020,srednje poklicno izobraževanje,32,neto,1093.81
MAJŠPERK,Podravska,2017,"strokovno, splošno izobraževanje",43,bruto,1294.23
MAJŠPERK,Podravska,2017,"strokovno, splošno izobraževanje",43,neto,875.1
MAJŠPERK,Podravska,2018,"strokovno, splošno izobraževanje",45,bruto,1401.5
MAJŠPERK,Podravska,2018,"strokovno, splošno izobraževanje",45,neto,935.44
MAJŠPERK,Podravska,2019,"strokovno, splošno izobraževanje",37,bruto,1515.06
MAJŠPERK,Podravska,2019,"strokovno, splošno izobraževanje",37,neto,1000.49
MAJŠPERK,Podravska,2020,"strokovno, splošno izobraževanje",42,bruto,1651.82
MAJŠPERK,Podravska,2020,"strokovno, splošno izobraževanje",42,neto,1093.81
MAJŠPERK,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",29,bruto,1294.23
MAJŠPERK,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",29,neto,875.1
MAJŠPERK,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",14,bruto,1401.5
MAJŠPERK,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",14,neto,935.44
MAJŠPERK,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",20,bruto,1515.06
MAJŠPERK,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",20,neto,1000.49
MAJŠPERK,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",22,bruto,1651.82
MAJŠPERK,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",22,neto,1093.81
MAJŠPERK,Podravska,2017,Skupaj,152,bruto,1294.23
MAJŠPERK,Podravska,2017,Skupaj,152,neto,875.1
MAJŠPERK,Podravska,2018,Skupaj,131,bruto,1401.5
MAJŠPERK,Podravska,2018,Skupaj,131,neto,935.44
MAJŠPERK,Podravska,2019,Skupaj,121,bruto,1515.06
MAJŠPERK,Podravska,2019,Skupaj,121,neto,1000.49
MAJŠPERK,Podravska,2020,Skupaj,123,bruto,1651.82
MAJŠPERK,Podravska,2020,Skupaj,123,neto,1093.81
MAKOLE,Podravska,2017,OŠ ali manj,28,bruto,1290.4
MAKOLE,Podravska,2017,OŠ ali manj,28,neto,868.98
MAKOLE,Podravska,2018,OŠ ali manj,26,bruto,1353.24
MAKOLE,Podravska,2018,OŠ ali manj,26,neto,901.83
MAKOLE,Podravska,2019,OŠ ali manj,26,bruto,1417.81
MAKOLE,Podravska,2019,OŠ ali manj,26,neto,938.18
MAKOLE,Podravska,2020,OŠ ali manj,26,bruto,1427.79
MAKOLE,Podravska,2020,OŠ ali manj,26,neto,963.8
MAKOLE,Podravska,2017,srednje poklicno izobraževanje,26,bruto,1290.4
MAKOLE,Podravska,2017,srednje poklicno izobraževanje,26,neto,868.98
MAKOLE,Podravska,2018,srednje poklicno izobraževanje,24,bruto,1353.24
MAKOLE,Podravska,2018,srednje poklicno izobraževanje,24,neto,901.83
MAKOLE,Podravska,2019,srednje poklicno izobraževanje,24,bruto,1417.81
MAKOLE,Podravska,2019,srednje poklicno izobraževanje,24,neto,938.18
MAKOLE,Podravska,2020,srednje poklicno izobraževanje,21,bruto,1427.79
MAKOLE,Podravska,2020,srednje poklicno izobraževanje,21,neto,963.8
MAKOLE,Podravska,2017,"strokovno, splošno izobraževanje",12,bruto,1290.4
MAKOLE,Podravska,2017,"strokovno, splošno izobraževanje",12,neto,868.98
MAKOLE,Podravska,2018,"strokovno, splošno izobraževanje",15,bruto,1353.24
MAKOLE,Podravska,2018,"strokovno, splošno izobraževanje",15,neto,901.83
MAKOLE,Podravska,2019,"strokovno, splošno izobraževanje",11,bruto,1417.81
MAKOLE,Podravska,2019,"strokovno, splošno izobraževanje",11,neto,938.18
MAKOLE,Podravska,2020,"strokovno, splošno izobraževanje",9,bruto,1427.79
MAKOLE,Podravska,2020,"strokovno, splošno izobraževanje",9,neto,963.8
MAKOLE,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",13,bruto,1290.4
MAKOLE,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",13,neto,868.98
MAKOLE,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",14,bruto,1353.24
MAKOLE,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",14,neto,901.83
MAKOLE,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",12,bruto,1417.81
MAKOLE,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",12,neto,938.18
MAKOLE,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",12,bruto,1427.79
MAKOLE,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",12,neto,963.8
MAKOLE,Podravska,2017,Skupaj,79,bruto,1290.4
MAKOLE,Podravska,2017,Skupaj,79,neto,868.98
MAKOLE,Podravska,2018,Skupaj,79,bruto,1353.24
MAKOLE,Podravska,2018,Skupaj,79,neto,901.83
MAKOLE,Podravska,2019,Skupaj,73,bruto,1417.81
MAKOLE,Podravska,2019,Skupaj,73,neto,938.18
MAKOLE,Podravska,2020,Skupaj,68,bruto,1427.79
MAKOLE,Podravska,2020,Skupaj,68,neto,963.8
MARIBOR,Podravska,2017,OŠ ali manj,2130,bruto,1567.13
MARIBOR,Podravska,2017,OŠ ali manj,2130,neto,1026.49
MARIBOR,Podravska,2018,OŠ ali manj,1876,bruto,1605.41
MARIBOR,Podravska,2018,OŠ ali manj,1876,neto,1048.38
MARIBOR,Podravska,2019,OŠ ali manj,1926,bruto,1671.44
MARIBOR,Podravska,2019,OŠ ali manj,1926,neto,1084.82
MARIBOR,Podravska,2020,OŠ ali manj,1800,bruto,1790.35
MARIBOR,Podravska,2020,OŠ ali manj,1800,neto,1165.09
MARIBOR,Podravska,2017,srednje poklicno izobraževanje,1967,bruto,1567.13
MARIBOR,Podravska,2017,srednje poklicno izobraževanje,1967,neto,1026.49
MARIBOR,Podravska,2018,srednje poklicno izobraževanje,1695,bruto,1605.41
MARIBOR,Podravska,2018,srednje poklicno izobraževanje,1695,neto,1048.38
MARIBOR,Podravska,2019,srednje poklicno izobraževanje,1643,bruto,1671.44
MARIBOR,Podravska,2019,srednje poklicno izobraževanje,1643,neto,1084.82
MARIBOR,Podravska,2020,srednje poklicno izobraževanje,1516,bruto,1790.35
MARIBOR,Podravska,2020,srednje poklicno izobraževanje,1516,neto,1165.09
MARIBOR,Podravska,2017,"strokovno, splošno izobraževanje",2019,bruto,1567.13
MARIBOR,Podravska,2017,"strokovno, splošno izobraževanje",2019,neto,1026.49
MARIBOR,Podravska,2018,"strokovno, splošno izobraževanje",1786,bruto,1605.41
MARIBOR,Podravska,2018,"strokovno, splošno izobraževanje",1786,neto,1048.38
MARIBOR,Podravska,2019,"strokovno, splošno izobraževanje",1674,bruto,1671.44
MARIBOR,Podravska,2019,"strokovno, splošno izobraževanje",1674,neto,1084.82
MARIBOR,Podravska,2020,"strokovno, splošno izobraževanje",1567,bruto,1790.35
MARIBOR,Podravska,2020,"strokovno, splošno izobraževanje",1567,neto,1165.09
MARIBOR,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",1405,bruto,1567.13
MARIBOR,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",1405,neto,1026.49
MARIBOR,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",1242,bruto,1605.41
MARIBOR,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",1242,neto,1048.38
MARIBOR,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",1154,bruto,1671.44
MARIBOR,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",1154,neto,1084.82
MARIBOR,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",1085,bruto,1790.35
MARIBOR,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",1085,neto,1165.09
MARIBOR,Podravska,2017,Skupaj,7521,bruto,1567.13
MARIBOR,Podravska,2017,Skupaj,7521,neto,1026.49
MARIBOR,Podravska,2018,Skupaj,6599,bruto,1605.41
MARIBOR,Podravska,2018,Skupaj,6599,neto,1048.38
MARIBOR,Podravska,2019,Skupaj,6397,bruto,1671.44
MARIBOR,Podravska,2019,Skupaj,6397,neto,1084.82
MARIBOR,Podravska,2020,Skupaj,5968,bruto,1790.35
MARIBOR,Podravska,2020,Skupaj,5968,neto,1165.09
MARKOVCI,Podravska,2017,OŠ ali manj,37,bruto,1318.9
MARKOVCI,Podravska,2017,OŠ ali manj,37,neto,876.73
MARKOVCI,Podravska,2018,OŠ ali manj,30,bruto,1432.17
MARKOVCI,Podravska,2018,OŠ ali manj,30,neto,939.16
MARKOVCI,Podravska,2019,OŠ ali manj,30,bruto,1481.09
MARKOVCI,Podravska,2019,OŠ ali manj,30,neto,976.35
MARKOVCI,Podravska,2020,OŠ ali manj,22,bruto,1585.51
MARKOVCI,Podravska,2020,OŠ ali manj,22,neto,1047.06
MARKOVCI,Podravska,2017,srednje poklicno izobraževanje,46,bruto,1318.9
MARKOVCI,Podravska,2017,srednje poklicno izobraževanje,46,neto,876.73
MARKOVCI,Podravska,2018,srednje poklicno izobraževanje,42,bruto,1432.17
MARKOVCI,Podravska,2018,srednje poklicno izobraževanje,42,neto,939.16
MARKOVCI,Podravska,2019,srednje poklicno izobraževanje,47,bruto,1481.09
MARKOVCI,Podravska,2019,srednje poklicno izobraževanje,47,neto,976.35
MARKOVCI,Podravska,2020,srednje poklicno izobraževanje,36,bruto,1585.51
MARKOVCI,Podravska,2020,srednje poklicno izobraževanje,36,neto,1047.06
MARKOVCI,Podravska,2017,"strokovno, splošno izobraževanje",45,bruto,1318.9
MARKOVCI,Podravska,2017,"strokovno, splošno izobraževanje",45,neto,876.73
MARKOVCI,Podravska,2018,"strokovno, splošno izobraževanje",33,bruto,1432.17
MARKOVCI,Podravska,2018,"strokovno, splošno izobraževanje",33,neto,939.16
MARKOVCI,Podravska,2019,"strokovno, splošno izobraževanje",27,bruto,1481.09
MARKOVCI,Podravska,2019,"strokovno, splošno izobraževanje",27,neto,976.35
MARKOVCI,Podravska,2020,"strokovno, splošno izobraževanje",29,bruto,1585.51
MARKOVCI,Podravska,2020,"strokovno, splošno izobraževanje",29,neto,1047.06
MARKOVCI,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",29,bruto,1318.9
MARKOVCI,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",29,neto,876.73
MARKOVCI,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",31,bruto,1432.17
MARKOVCI,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",31,neto,939.16
MARKOVCI,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",18,bruto,1481.09
MARKOVCI,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",18,neto,976.35
MARKOVCI,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",16,bruto,1585.51
MARKOVCI,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",16,neto,1047.06
MARKOVCI,Podravska,2017,Skupaj,157,bruto,1318.9
MARKOVCI,Podravska,2017,Skupaj,157,neto,876.73
MARKOVCI,Podravska,2018,Skupaj,136,bruto,1432.17
MARKOVCI,Podravska,2018,Skupaj,136,neto,939.16
MARKOVCI,Podravska,2019,Skupaj,122,bruto,1481.09
MARKOVCI,Podravska,2019,Skupaj,122,neto,976.35
MARKOVCI,Podravska,2020,Skupaj,103,bruto,1585.51
MARKOVCI,Podravska,2020,Skupaj,103,neto,1047.06
MEDVODE,Osrednjeslovenska,2017,OŠ ali manj,139,bruto,1516.75
MEDVODE,Osrednjeslovenska,2017,OŠ ali manj,139,neto,1001.94
MEDVODE,Osrednjeslovenska,2018,OŠ ali manj,139,bruto,1590.15
MEDVODE,Osrednjeslovenska,2018,OŠ ali manj,139,neto,1042.13
MEDVODE,Osrednjeslovenska,2019,OŠ ali manj,136,bruto,1691.47
MEDVODE,Osrednjeslovenska,2019,OŠ ali manj,136,neto,1102.65
MEDVODE,Osrednjeslovenska,2020,OŠ ali manj,104,bruto,1734.38
MEDVODE,Osrednjeslovenska,2020,OŠ ali manj,104,neto,1138.99
MEDVODE,Osrednjeslovenska,2017,srednje poklicno izobraževanje,153,bruto,1516.75
MEDVODE,Osrednjeslovenska,2017,srednje poklicno izobraževanje,153,neto,1001.94
MEDVODE,Osrednjeslovenska,2018,srednje poklicno izobraževanje,136,bruto,1590.15
MEDVODE,Osrednjeslovenska,2018,srednje poklicno izobraževanje,136,neto,1042.13
MEDVODE,Osrednjeslovenska,2019,srednje poklicno izobraževanje,132,bruto,1691.47
MEDVODE,Osrednjeslovenska,2019,srednje poklicno izobraževanje,132,neto,1102.65
MEDVODE,Osrednjeslovenska,2020,srednje poklicno izobraževanje,113,bruto,1734.38
MEDVODE,Osrednjeslovenska,2020,srednje poklicno izobraževanje,113,neto,1138.99
MEDVODE,Osrednjeslovenska,2017,"strokovno, splošno izobraževanje",188,bruto,1516.75
MEDVODE,Osrednjeslovenska,2017,"strokovno, splošno izobraževanje",188,neto,1001.94
MEDVODE,Osrednjeslovenska,2018,"strokovno, splošno izobraževanje",162,bruto,1590.15
MEDVODE,Osrednjeslovenska,2018,"strokovno, splošno izobraževanje",162,neto,1042.13
MEDVODE,Osrednjeslovenska,2019,"strokovno, splošno izobraževanje",147,bruto,1691.47
MEDVODE,Osrednjeslovenska,2019,"strokovno, splošno izobraževanje",147,neto,1102.65
MEDVODE,Osrednjeslovenska,2020,"strokovno, splošno izobraževanje",149,bruto,1734.38
MEDVODE,Osrednjeslovenska,2020,"strokovno, splošno izobraževanje",149,neto,1138.99
MEDVODE,Osrednjeslovenska,2017,"izobraževanje prve, druge, tretje stopnje",128,bruto,1516.75
MEDVODE,Osrednjeslovenska,2017,"izobraževanje prve, druge, tretje stopnje",128,neto,1001.94
MEDVODE,Osrednjeslovenska,2018,"izobraževanje prve, druge, tretje stopnje",126,bruto,1590.15
MEDVODE,Osrednjeslovenska,2018,"izobraževanje prve, druge, tretje stopnje",126,neto,1042.13
MEDVODE,Osrednjeslovenska,2019,"izobraževanje prve, druge, tretje stopnje",122,bruto,1691.47
MEDVODE,Osrednjeslovenska,2019,"izobraževanje prve, druge, tretje stopnje",122,neto,1102.65
MEDVODE,Osrednjeslovenska,2020,"izobraževanje prve, druge, tretje stopnje",110,bruto,1734.38
MEDVODE,Osrednjeslovenska,2020,"izobraževanje prve, druge, tretje stopnje",110,neto,1138.99
MEDVODE,Osrednjeslovenska,2017,Skupaj,608,bruto,1516.75
MEDVODE,Osrednjeslovenska,2017,Skupaj,608,neto,1001.94
MEDVODE,Osrednjeslovenska,2018,Skupaj,563,bruto,1590.15
MEDVODE,Osrednjeslovenska,2018,Skupaj,563,neto,1042.13
MEDVODE,Osrednjeslovenska,2019,Skupaj,537,bruto,1691.47
MEDVODE,Osrednjeslovenska,2019,Skupaj,537,neto,1102.65
MEDVODE,Osrednjeslovenska,2020,Skupaj,476,bruto,1734.38
MEDVODE,Osrednjeslovenska,2020,Skupaj,476,neto,1138.99
MENGEŠ,Osrednjeslovenska,2017,OŠ ali manj,86,bruto,1442.15
MENGEŠ,Osrednjeslovenska,2017,OŠ ali manj,86,neto,955.72
MENGEŠ,Osrednjeslovenska,2018,OŠ ali manj,73,bruto,1485.76
MENGEŠ,Osrednjeslovenska,2018,OŠ ali manj,73,neto,979.7
MENGEŠ,Osrednjeslovenska,2019,OŠ ali manj,75,bruto,1542.5
MENGEŠ,Osrednjeslovenska,2019,OŠ ali manj,75,neto,1013.56
MENGEŠ,Osrednjeslovenska,2020,OŠ ali manj,72,bruto,1610.59
MENGEŠ,Osrednjeslovenska,2020,OŠ ali manj,72,neto,1066.56
MENGEŠ,Osrednjeslovenska,2017,srednje poklicno izobraževanje,57,bruto,1442.15
MENGEŠ,Osrednjeslovenska,2017,srednje poklicno izobraževanje,57,neto,955.72
MENGEŠ,Osrednjeslovenska,2018,srednje poklicno izobraževanje,59,bruto,1485.76
MENGEŠ,Osrednjeslovenska,2018,srednje poklicno izobraževanje,59,neto,979.7
MENGEŠ,Osrednjeslovenska,2019,srednje poklicno izobraževanje,49,bruto,1542.5
MENGEŠ,Osrednjeslovenska,2019,srednje poklicno izobraževanje,49,neto,1013.56
MENGEŠ,Osrednjeslovenska,2020,srednje poklicno izobraževanje,47,bruto,1610.59
MENGEŠ,Osrednjeslovenska,2020,srednje poklicno izobraževanje,47,neto,1066.56
MENGEŠ,Osrednjeslovenska,2017,"strokovno, splošno izobraževanje",91,bruto,1442.15
MENGEŠ,Osrednjeslovenska,2017,"strokovno, splošno izobraževanje",91,neto,955.72
MENGEŠ,Osrednjeslovenska,2018,"strokovno, splošno izobraževanje",82,bruto,1485.76
MENGEŠ,Osrednjeslovenska,2018,"strokovno, splošno izobraževanje",82,neto,979.7
MENGEŠ,Osrednjeslovenska,2019,"strokovno, splošno izobraževanje",86,bruto,1542.5
MENGEŠ,Osrednjeslovenska,2019,"strokovno, splošno izobraževanje",86,neto,1013.56
MENGEŠ,Osrednjeslovenska,2020,"strokovno, splošno izobraževanje",79,bruto,1610.59
MENGEŠ,Osrednjeslovenska,2020,"strokovno, splošno izobraževanje",79,neto,1066.56
MENGEŠ,Osrednjeslovenska,2017,"izobraževanje prve, druge, tretje stopnje",54,bruto,1442.15
