obcina,regija,leto,spol,izobrazba,stevilo,prebivalci,odstotek
Idrija,Goriška,2019,Moški, Visokošolska 1. stopnje ipd.,486,5955,8.16
Idrija,Goriška,2019,Moški, Visokošolska 2. stopnje ipd.,387,5955,6.5
Idrija,Goriška,2019,Moški, Visokošolska 3. stopnje ipd.,71,5955,1.19
Idrija,Goriška,2019,Ženske, Osnovnošolska ali manj - Skupaj,1747,5817,30.03
Idrija,Goriška,2019,Ženske, Srednješolska - Skupaj,1942,5817,33.38
Idrija,Goriška,2019,Ženske," Višješolska, visokošolska - Skupaj",1282,5817,22.04
Idrija,Goriška,2019,Ženske, Visokošolska 1. stopnje ipd.,603,5817,10.37
Idrija,Goriška,2019,Ženske, Visokošolska 2. stopnje ipd.,597,5817,10.26
Idrija,Goriška,2019,Ženske, Visokošolska 3. stopnje ipd.,82,5817,1.41
Idrija,Goriška,2020,Moški, Osnovnošolska ali manj - Skupaj,1187,6000,19.78
Idrija,Goriška,2020,Moški, Srednješolska - Skupaj,3009,6000,50.15
Idrija,Goriška,2020,Moški," Višješolska, visokošolska - Skupaj",951,6000,15.85
Idrija,Goriška,2020,Moški, Visokošolska 1. stopnje ipd.,485,6000,8.08
Idrija,Goriška,2020,Moški, Visokošolska 2. stopnje ipd.,394,6000,6.57
Idrija,Goriška,2020,Moški, Visokošolska 3. stopnje ipd.,72,6000,1.2
Idrija,Goriška,2020,Ženske, Osnovnošolska ali manj - Skupaj,1728,5802,29.78
Idrija,Goriška,2020,Ženske, Srednješolska - Skupaj,1902,5802,32.78
Idrija,Goriška,2020,Ženske," Višješolska, visokošolska - Skupaj",1313,5802,22.63
Idrija,Goriška,2020,Ženske, Visokošolska 1. stopnje ipd.,622,5802,10.72
Idrija,Goriška,2020,Ženske, Visokošolska 2. stopnje ipd.,606,5802,10.44
Idrija,Goriška,2020,Ženske, Visokošolska 3. stopnje ipd.,85,5802,1.47
Ig,Osrednjeslovenska,2012,Moški, Osnovnošolska ali manj - Skupaj,694,3481,19.94
Ig,Osrednjeslovenska,2012,Moški, Srednješolska - Skupaj,1764,3481,50.68
Ig,Osrednjeslovenska,2012,Moški," Višješolska, visokošolska - Skupaj",424,3481,12.18
Ig,Osrednjeslovenska,2012,Moški, Visokošolska 1. stopnje ipd.,201,3481,5.77
Ig,Osrednjeslovenska,2012,Moški, Visokošolska 2. stopnje ipd.,177,3481,5.08
Ig,Osrednjeslovenska,2012,Moški, Visokošolska 3. stopnje ipd.,46,3481,1.32
Ig,Osrednjeslovenska,2012,Ženske, Osnovnošolska ali manj - Skupaj,855,3438,24.87
Ig,Osrednjeslovenska,2012,Ženske, Srednješolska - Skupaj,1395,3438,40.58
Ig,Osrednjeslovenska,2012,Ženske," Višješolska, visokošolska - Skupaj",626,3438,18.21
Ig,Osrednjeslovenska,2012,Ženske, Visokošolska 1. stopnje ipd.,294,3438,8.55
Ig,Osrednjeslovenska,2012,Ženske, Visokošolska 2. stopnje ipd.,292,3438,8.49
Ig,Osrednjeslovenska,2012,Ženske, Visokošolska 3. stopnje ipd.,40,3438,1.16
Ig,Osrednjeslovenska,2013,Moški, Osnovnošolska ali manj - Skupaj,670,3522,19.02
Ig,Osrednjeslovenska,2013,Moški, Srednješolska - Skupaj,1807,3522,51.31
Ig,Osrednjeslovenska,2013,Moški," Višješolska, visokošolska - Skupaj",448,3522,12.72
Ig,Osrednjeslovenska,2013,Moški, Visokošolska 1. stopnje ipd.,212,3522,6.02
Ig,Osrednjeslovenska,2013,Moški, Visokošolska 2. stopnje ipd.,188,3522,5.34
Ig,Osrednjeslovenska,2013,Moški, Visokošolska 3. stopnje ipd.,48,3522,1.36
Ig,Osrednjeslovenska,2013,Ženske, Osnovnošolska ali manj - Skupaj,848,3481,24.36
Ig,Osrednjeslovenska,2013,Ženske, Srednješolska - Skupaj,1424,3481,40.91
Ig,Osrednjeslovenska,2013,Ženske," Višješolska, visokošolska - Skupaj",656,3481,18.85
Ig,Osrednjeslovenska,2013,Ženske, Visokošolska 1. stopnje ipd.,315,3481,9.05
Ig,Osrednjeslovenska,2013,Ženske, Visokošolska 2. stopnje ipd.,297,3481,8.53
Ig,Osrednjeslovenska,2013,Ženske, Visokošolska 3. stopnje ipd.,44,3481,1.26
Ig,Osrednjeslovenska,2014,Moški, Osnovnošolska ali manj - Skupaj,650,3553,18.29
Ig,Osrednjeslovenska,2014,Moški, Srednješolska - Skupaj,1792,3553,50.44
Ig,Osrednjeslovenska,2014,Moški," Višješolska, visokošolska - Skupaj",477,3553,13.43
Ig,Osrednjeslovenska,2014,Moški, Visokošolska 1. stopnje ipd.,227,3553,6.39
Ig,Osrednjeslovenska,2014,Moški, Visokošolska 2. stopnje ipd.,193,3553,5.43
Ig,Osrednjeslovenska,2014,Moški, Visokošolska 3. stopnje ipd.,57,3553,1.6
Ig,Osrednjeslovenska,2014,Ženske, Osnovnošolska ali manj - Skupaj,814,3519,23.13
Ig,Osrednjeslovenska,2014,Ženske, Srednješolska - Skupaj,1392,3519,39.56
Ig,Osrednjeslovenska,2014,Ženske," Višješolska, visokošolska - Skupaj",716,3519,20.35
Ig,Osrednjeslovenska,2014,Ženske, Visokošolska 1. stopnje ipd.,349,3519,9.92
Ig,Osrednjeslovenska,2014,Ženske, Visokošolska 2. stopnje ipd.,316,3519,8.98
Ig,Osrednjeslovenska,2014,Ženske, Visokošolska 3. stopnje ipd.,51,3519,1.45
Ig,Osrednjeslovenska,2015,Moški, Osnovnošolska ali manj - Skupaj,622,3573,17.41
Ig,Osrednjeslovenska,2015,Moški, Srednješolska - Skupaj,1820,3573,50.94
Ig,Osrednjeslovenska,2015,Moški," Višješolska, visokošolska - Skupaj",497,3573,13.91
Ig,Osrednjeslovenska,2015,Moški, Visokošolska 1. stopnje ipd.,241,3573,6.75
Ig,Osrednjeslovenska,2015,Moški, Visokošolska 2. stopnje ipd.,194,3573,5.43
Ig,Osrednjeslovenska,2015,Moški, Visokošolska 3. stopnje ipd.,62,3573,1.74
Ig,Osrednjeslovenska,2015,Ženske, Osnovnošolska ali manj - Skupaj,821,3558,23.07
Ig,Osrednjeslovenska,2015,Ženske, Srednješolska - Skupaj,1396,3558,39.24
Ig,Osrednjeslovenska,2015,Ženske," Višješolska, visokošolska - Skupaj",744,3558,20.91
Ig,Osrednjeslovenska,2015,Ženske, Visokošolska 1. stopnje ipd.,367,3558,10.31
Ig,Osrednjeslovenska,2015,Ženske, Visokošolska 2. stopnje ipd.,320,3558,8.99
Ig,Osrednjeslovenska,2015,Ženske, Visokošolska 3. stopnje ipd.,57,3558,1.6
Ig,Osrednjeslovenska,2016,Moški, Osnovnošolska ali manj - Skupaj,618,3601,17.16
Ig,Osrednjeslovenska,2016,Moški, Srednješolska - Skupaj,1822,3601,50.6
Ig,Osrednjeslovenska,2016,Moški," Višješolska, visokošolska - Skupaj",514,3601,14.27
Ig,Osrednjeslovenska,2016,Moški, Visokošolska 1. stopnje ipd.,249,3601,6.91
Ig,Osrednjeslovenska,2016,Moški, Visokošolska 2. stopnje ipd.,200,3601,5.55
Ig,Osrednjeslovenska,2016,Moški, Visokošolska 3. stopnje ipd.,65,3601,1.81
Ig,Osrednjeslovenska,2016,Ženske, Osnovnošolska ali manj - Skupaj,815,3585,22.73
Ig,Osrednjeslovenska,2016,Ženske, Srednješolska - Skupaj,1379,3585,38.47
Ig,Osrednjeslovenska,2016,Ženske," Višješolska, visokošolska - Skupaj",786,3585,21.92
Ig,Osrednjeslovenska,2016,Ženske, Visokošolska 1. stopnje ipd.,383,3585,10.68
Ig,Osrednjeslovenska,2016,Ženske, Visokošolska 2. stopnje ipd.,344,3585,9.6
Ig,Osrednjeslovenska,2016,Ženske, Visokošolska 3. stopnje ipd.,59,3585,1.65
Ig,Osrednjeslovenska,2017,Moški, Osnovnošolska ali manj - Skupaj,580,3639,15.94
Ig,Osrednjeslovenska,2017,Moški, Srednješolska - Skupaj,1830,3639,50.29
Ig,Osrednjeslovenska,2017,Moški," Višješolska, visokošolska - Skupaj",539,3639,14.81
Ig,Osrednjeslovenska,2017,Moški, Visokošolska 1. stopnje ipd.,271,3639,7.45
Ig,Osrednjeslovenska,2017,Moški, Visokošolska 2. stopnje ipd.,202,3639,5.55
Ig,Osrednjeslovenska,2017,Moški, Visokošolska 3. stopnje ipd.,66,3639,1.81
Ig,Osrednjeslovenska,2017,Ženske, Osnovnošolska ali manj - Skupaj,823,3669,22.43
Ig,Osrednjeslovenska,2017,Ženske, Srednješolska - Skupaj,1385,3669,37.75
Ig,Osrednjeslovenska,2017,Ženske," Višješolska, visokošolska - Skupaj",828,3669,22.57
Ig,Osrednjeslovenska,2017,Ženske, Visokošolska 1. stopnje ipd.,404,3669,11.01
Ig,Osrednjeslovenska,2017,Ženske, Visokošolska 2. stopnje ipd.,360,3669,9.81
Ig,Osrednjeslovenska,2017,Ženske, Visokošolska 3. stopnje ipd.,64,3669,1.74
Ig,Osrednjeslovenska,2018,Moški, Osnovnošolska ali manj - Skupaj,594,3703,16.04
Ig,Osrednjeslovenska,2018,Moški, Srednješolska - Skupaj,1837,3703,49.61
Ig,Osrednjeslovenska,2018,Moški," Višješolska, visokošolska - Skupaj",552,3703,14.91
Ig,Osrednjeslovenska,2018,Moški, Visokošolska 1. stopnje ipd.,273,3703,7.37
Ig,Osrednjeslovenska,2018,Moški, Visokošolska 2. stopnje ipd.,213,3703,5.75
Ig,Osrednjeslovenska,2018,Moški, Visokošolska 3. stopnje ipd.,66,3703,1.78
Ig,Osrednjeslovenska,2018,Ženske, Osnovnošolska ali manj - Skupaj,812,3700,21.95
Ig,Osrednjeslovenska,2018,Ženske, Srednješolska - Skupaj,1364,3700,36.86
Ig,Osrednjeslovenska,2018,Ženske," Višješolska, visokošolska - Skupaj",871,3700,23.54
Ig,Osrednjeslovenska,2018,Ženske, Visokošolska 1. stopnje ipd.,427,3700,11.54
Ig,Osrednjeslovenska,2018,Ženske, Visokošolska 2. stopnje ipd.,379,3700,10.24
Ig,Osrednjeslovenska,2018,Ženske, Visokošolska 3. stopnje ipd.,65,3700,1.76
Ig,Osrednjeslovenska,2019,Moški, Osnovnošolska ali manj - Skupaj,593,3779,15.69
Ig,Osrednjeslovenska,2019,Moški, Srednješolska - Skupaj,1868,3779,49.43
Ig,Osrednjeslovenska,2019,Moški," Višješolska, visokošolska - Skupaj",574,3779,15.19
Ig,Osrednjeslovenska,2019,Moški, Visokošolska 1. stopnje ipd.,290,3779,7.67
Ig,Osrednjeslovenska,2019,Moški, Visokošolska 2. stopnje ipd.,215,3779,5.69
Ig,Osrednjeslovenska,2019,Moški, Visokošolska 3. stopnje ipd.,69,3779,1.83
Ig,Osrednjeslovenska,2019,Ženske, Osnovnošolska ali manj - Skupaj,776,3740,20.75
Ig,Osrednjeslovenska,2019,Ženske, Srednješolska - Skupaj,1391,3740,37.19
Ig,Osrednjeslovenska,2019,Ženske," Višješolska, visokošolska - Skupaj",900,3740,24.06
Ig,Osrednjeslovenska,2019,Ženske, Visokošolska 1. stopnje ipd.,441,3740,11.79
Ig,Osrednjeslovenska,2019,Ženske, Visokošolska 2. stopnje ipd.,390,3740,10.43
Ig,Osrednjeslovenska,2019,Ženske, Visokošolska 3. stopnje ipd.,69,3740,1.84
Ig,Osrednjeslovenska,2020,Moški, Osnovnošolska ali manj - Skupaj,613,3855,15.9
Ig,Osrednjeslovenska,2020,Moški, Srednješolska - Skupaj,1931,3855,50.09
Ig,Osrednjeslovenska,2020,Moški," Višješolska, visokošolska - Skupaj",594,3855,15.41
Ig,Osrednjeslovenska,2020,Moški, Visokošolska 1. stopnje ipd.,298,3855,7.73
Ig,Osrednjeslovenska,2020,Moški, Visokošolska 2. stopnje ipd.,224,3855,5.81
Ig,Osrednjeslovenska,2020,Moški, Visokošolska 3. stopnje ipd.,72,3855,1.87
Ig,Osrednjeslovenska,2020,Ženske, Osnovnošolska ali manj - Skupaj,770,3750,20.53
Ig,Osrednjeslovenska,2020,Ženske, Srednješolska - Skupaj,1364,3750,36.37
Ig,Osrednjeslovenska,2020,Ženske," Višješolska, visokošolska - Skupaj",943,3750,25.15
Ig,Osrednjeslovenska,2020,Ženske, Visokošolska 1. stopnje ipd.,460,3750,12.27
Ig,Osrednjeslovenska,2020,Ženske, Visokošolska 2. stopnje ipd.,406,3750,10.83
Ig,Osrednjeslovenska,2020,Ženske, Visokošolska 3. stopnje ipd.,77,3750,2.05
Ilirska Bistrica,Primorsko-notranjska,2012,Moški, Osnovnošolska ali manj - Skupaj,1491,6945,21.47
Ilirska Bistrica,Primorsko-notranjska,2012,Moški, Srednješolska - Skupaj,3858,6945,55.55
Ilirska Bistrica,Primorsko-notranjska,2012,Moški," Višješolska, visokošolska - Skupaj",753,6945,10.84
Ilirska Bistrica,Primorsko-notranjska,2012,Moški, Visokošolska 1. stopnje ipd.,363,6945,5.23
Ilirska Bistrica,Primorsko-notranjska,2012,Moški, Visokošolska 2. stopnje ipd.,340,6945,4.9
Ilirska Bistrica,Primorsko-notranjska,2012,Moški, Visokošolska 3. stopnje ipd.,50,6945,0.72
Ilirska Bistrica,Primorsko-notranjska,2012,Ženske, Osnovnošolska ali manj - Skupaj,2432,6927,35.11
Ilirska Bistrica,Primorsko-notranjska,2012,Ženske, Srednješolska - Skupaj,2556,6927,36.9
Ilirska Bistrica,Primorsko-notranjska,2012,Ženske," Višješolska, visokošolska - Skupaj",1078,6927,15.56
Ilirska Bistrica,Primorsko-notranjska,2012,Ženske, Visokošolska 1. stopnje ipd.,531,6927,7.67
Ilirska Bistrica,Primorsko-notranjska,2012,Ženske, Visokošolska 2. stopnje ipd.,502,6927,7.25
Ilirska Bistrica,Primorsko-notranjska,2012,Ženske, Visokošolska 3. stopnje ipd.,45,6927,0.65
Ilirska Bistrica,Primorsko-notranjska,2013,Moški, Osnovnošolska ali manj - Skupaj,1444,6950,20.78
Ilirska Bistrica,Primorsko-notranjska,2013,Moški, Srednješolska - Skupaj,3881,6950,55.84
Ilirska Bistrica,Primorsko-notranjska,2013,Moški," Višješolska, visokošolska - Skupaj",774,6950,11.14
Ilirska Bistrica,Primorsko-notranjska,2013,Moški, Visokošolska 1. stopnje ipd.,380,6950,5.47
Ilirska Bistrica,Primorsko-notranjska,2013,Moški, Visokošolska 2. stopnje ipd.,346,6950,4.98
Ilirska Bistrica,Primorsko-notranjska,2013,Moški, Visokošolska 3. stopnje ipd.,48,6950,0.69
Ilirska Bistrica,Primorsko-notranjska,2013,Ženske, Osnovnošolska ali manj - Skupaj,2374,6914,34.34
Ilirska Bistrica,Primorsko-notranjska,2013,Ženske, Srednješolska - Skupaj,2545,6914,36.81
Ilirska Bistrica,Primorsko-notranjska,2013,Ženske," Višješolska, visokošolska - Skupaj",1116,6914,16.14
Ilirska Bistrica,Primorsko-notranjska,2013,Ženske, Visokošolska 1. stopnje ipd.,555,6914,8.03
Ilirska Bistrica,Primorsko-notranjska,2013,Ženske, Visokošolska 2. stopnje ipd.,516,6914,7.46
Ilirska Bistrica,Primorsko-notranjska,2013,Ženske, Visokošolska 3. stopnje ipd.,45,6914,0.65
Ilirska Bistrica,Primorsko-notranjska,2014,Moški, Osnovnošolska ali manj - Skupaj,1428,6908,20.67
Ilirska Bistrica,Primorsko-notranjska,2014,Moški, Srednješolska - Skupaj,3843,6908,55.63
Ilirska Bistrica,Primorsko-notranjska,2014,Moški," Višješolska, visokošolska - Skupaj",789,6908,11.42
Ilirska Bistrica,Primorsko-notranjska,2014,Moški, Visokošolska 1. stopnje ipd.,417,6908,6.04
Ilirska Bistrica,Primorsko-notranjska,2014,Moški, Visokošolska 2. stopnje ipd.,327,6908,4.73
Ilirska Bistrica,Primorsko-notranjska,2014,Moški, Visokošolska 3. stopnje ipd.,45,6908,0.65
Ilirska Bistrica,Primorsko-notranjska,2014,Ženske, Osnovnošolska ali manj - Skupaj,2307,6883,33.52
Ilirska Bistrica,Primorsko-notranjska,2014,Ženske, Srednješolska - Skupaj,2501,6883,36.34
Ilirska Bistrica,Primorsko-notranjska,2014,Ženske," Višješolska, visokošolska - Skupaj",1165,6883,16.93
Ilirska Bistrica,Primorsko-notranjska,2014,Ženske, Visokošolska 1. stopnje ipd.,588,6883,8.54
Ilirska Bistrica,Primorsko-notranjska,2014,Ženske, Visokošolska 2. stopnje ipd.,527,6883,7.66
Ilirska Bistrica,Primorsko-notranjska,2014,Ženske, Visokošolska 3. stopnje ipd.,50,6883,0.73
Ilirska Bistrica,Primorsko-notranjska,2015,Moški, Osnovnošolska ali manj - Skupaj,1363,6872,19.83
Ilirska Bistrica,Primorsko-notranjska,2015,Moški, Srednješolska - Skupaj,3833,6872,55.78
Ilirska Bistrica,Primorsko-notranjska,2015,Moški," Višješolska, visokošolska - Skupaj",818,6872,11.9
Ilirska Bistrica,Primorsko-notranjska,2015,Moški, Visokošolska 1. stopnje ipd.,444,6872,6.46
Ilirska Bistrica,Primorsko-notranjska,2015,Moški, Visokošolska 2. stopnje ipd.,333,6872,4.85
Ilirska Bistrica,Primorsko-notranjska,2015,Moški, Visokošolska 3. stopnje ipd.,41,6872,0.6
Ilirska Bistrica,Primorsko-notranjska,2015,Ženske, Osnovnošolska ali manj - Skupaj,2247,6821,32.94
Ilirska Bistrica,Primorsko-notranjska,2015,Ženske, Srednješolska - Skupaj,2493,6821,36.55
Ilirska Bistrica,Primorsko-notranjska,2015,Ženske," Višješolska, visokošolska - Skupaj",1196,6821,17.53
Ilirska Bistrica,Primorsko-notranjska,2015,Ženske, Visokošolska 1. stopnje ipd.,614,6821,9
Ilirska Bistrica,Primorsko-notranjska,2015,Ženske, Visokošolska 2. stopnje ipd.,530,6821,7.77
Ilirska Bistrica,Primorsko-notranjska,2015,Ženske, Visokošolska 3. stopnje ipd.,52,6821,0.76
Ilirska Bistrica,Primorsko-notranjska,2016,Moški, Osnovnošolska ali manj - Skupaj,1272,6798,18.71
Ilirska Bistrica,Primorsko-notranjska,2016,Moški, Srednješolska - Skupaj,3809,6798,56.03
Ilirska Bistrica,Primorsko-notranjska,2016,Moški," Višješolska, visokošolska - Skupaj",843,6798,12.4
Ilirska Bistrica,Primorsko-notranjska,2016,Moški, Visokošolska 1. stopnje ipd.,465,6798,6.84
Ilirska Bistrica,Primorsko-notranjska,2016,Moški, Visokošolska 2. stopnje ipd.,331,6798,4.87
Ilirska Bistrica,Primorsko-notranjska,2016,Moški, Visokošolska 3. stopnje ipd.,47,6798,0.69
Ilirska Bistrica,Primorsko-notranjska,2016,Ženske, Osnovnošolska ali manj - Skupaj,2187,6760,32.35
Ilirska Bistrica,Primorsko-notranjska,2016,Ženske, Srednješolska - Skupaj,2478,6760,36.66
Ilirska Bistrica,Primorsko-notranjska,2016,Ženske," Višješolska, visokošolska - Skupaj",1232,6760,18.22
Ilirska Bistrica,Primorsko-notranjska,2016,Ženske, Visokošolska 1. stopnje ipd.,641,6760,9.48
Ilirska Bistrica,Primorsko-notranjska,2016,Ženske, Visokošolska 2. stopnje ipd.,537,6760,7.94
Ilirska Bistrica,Primorsko-notranjska,2016,Ženske, Visokošolska 3. stopnje ipd.,54,6760,0.8
Ilirska Bistrica,Primorsko-notranjska,2017,Moški, Osnovnošolska ali manj - Skupaj,1231,6752,18.23
Ilirska Bistrica,Primorsko-notranjska,2017,Moški, Srednješolska - Skupaj,3757,6752,55.64
Ilirska Bistrica,Primorsko-notranjska,2017,Moški," Višješolska, visokošolska - Skupaj",878,6752,13
Ilirska Bistrica,Primorsko-notranjska,2017,Moški, Visokošolska 1. stopnje ipd.,490,6752,7.26
Ilirska Bistrica,Primorsko-notranjska,2017,Moški, Visokošolska 2. stopnje ipd.,342,6752,5.07
Ilirska Bistrica,Primorsko-notranjska,2017,Moški, Visokošolska 3. stopnje ipd.,46,6752,0.68
Ilirska Bistrica,Primorsko-notranjska,2017,Ženske, Osnovnošolska ali manj - Skupaj,2113,6704,31.52
Ilirska Bistrica,Primorsko-notranjska,2017,Ženske, Srednješolska - Skupaj,2450,6704,36.55
Ilirska Bistrica,Primorsko-notranjska,2017,Ženske," Višješolska, visokošolska - Skupaj",1277,6704,19.05
Ilirska Bistrica,Primorsko-notranjska,2017,Ženske, Visokošolska 1. stopnje ipd.,655,6704,9.77
Ilirska Bistrica,Primorsko-notranjska,2017,Ženske, Visokošolska 2. stopnje ipd.,567,6704,8.46
Ilirska Bistrica,Primorsko-notranjska,2017,Ženske, Visokošolska 3. stopnje ipd.,55,6704,0.82
Ilirska Bistrica,Primorsko-notranjska,2018,Moški, Osnovnošolska ali manj - Skupaj,1135,6683,16.98
Ilirska Bistrica,Primorsko-notranjska,2018,Moški, Srednješolska - Skupaj,3755,6683,56.19
Ilirska Bistrica,Primorsko-notranjska,2018,Moški," Višješolska, visokošolska - Skupaj",882,6683,13.2
Ilirska Bistrica,Primorsko-notranjska,2018,Moški, Visokošolska 1. stopnje ipd.,496,6683,7.42
Ilirska Bistrica,Primorsko-notranjska,2018,Moški, Visokošolska 2. stopnje ipd.,341,6683,5.1
Ilirska Bistrica,Primorsko-notranjska,2018,Moški, Visokošolska 3. stopnje ipd.,45,6683,0.67
Ilirska Bistrica,Primorsko-notranjska,2018,Ženske, Osnovnošolska ali manj - Skupaj,2020,6637,30.44
Ilirska Bistrica,Primorsko-notranjska,2018,Ženske, Srednješolska - Skupaj,2431,6637,36.63
Ilirska Bistrica,Primorsko-notranjska,2018,Ženske," Višješolska, visokošolska - Skupaj",1302,6637,19.62
Ilirska Bistrica,Primorsko-notranjska,2018,Ženske, Visokošolska 1. stopnje ipd.,662,6637,9.97
Ilirska Bistrica,Primorsko-notranjska,2018,Ženske, Visokošolska 2. stopnje ipd.,580,6637,8.74
Ilirska Bistrica,Primorsko-notranjska,2018,Ženske, Visokošolska 3. stopnje ipd.,60,6637,0.9
Ilirska Bistrica,Primorsko-notranjska,2019,Moški, Osnovnošolska ali manj - Skupaj,1098,6728,16.32
Ilirska Bistrica,Primorsko-notranjska,2019,Moški, Srednješolska - Skupaj,3828,6728,56.9
Ilirska Bistrica,Primorsko-notranjska,2019,Moški," Višješolska, visokošolska - Skupaj",890,6728,13.23
Ilirska Bistrica,Primorsko-notranjska,2019,Moški, Visokošolska 1. stopnje ipd.,502,6728,7.46
Ilirska Bistrica,Primorsko-notranjska,2019,Moški, Visokošolska 2. stopnje ipd.,342,6728,5.08
Ilirska Bistrica,Primorsko-notranjska,2019,Moški, Visokošolska 3. stopnje ipd.,46,6728,0.68
Ilirska Bistrica,Primorsko-notranjska,2019,Ženske, Osnovnošolska ali manj - Skupaj,1934,6587,29.36
Ilirska Bistrica,Primorsko-notranjska,2019,Ženske, Srednješolska - Skupaj,2429,6587,36.88
Ilirska Bistrica,Primorsko-notranjska,2019,Ženske," Višješolska, visokošolska - Skupaj",1333,6587,20.24
Ilirska Bistrica,Primorsko-notranjska,2019,Ženske, Visokošolska 1. stopnje ipd.,691,6587,10.49
Ilirska Bistrica,Primorsko-notranjska,2019,Ženske, Visokošolska 2. stopnje ipd.,582,6587,8.84
Ilirska Bistrica,Primorsko-notranjska,2019,Ženske, Visokošolska 3. stopnje ipd.,60,6587,0.91
Ilirska Bistrica,Primorsko-notranjska,2020,Moški, Osnovnošolska ali manj - Skupaj,1104,6747,16.36
Ilirska Bistrica,Primorsko-notranjska,2020,Moški, Srednješolska - Skupaj,3814,6747,56.53
Ilirska Bistrica,Primorsko-notranjska,2020,Moški," Višješolska, visokošolska - Skupaj",907,6747,13.44
Ilirska Bistrica,Primorsko-notranjska,2020,Moški, Visokošolska 1. stopnje ipd.,514,6747,7.62
Ilirska Bistrica,Primorsko-notranjska,2020,Moški, Visokošolska 2. stopnje ipd.,348,6747,5.16
Ilirska Bistrica,Primorsko-notranjska,2020,Moški, Visokošolska 3. stopnje ipd.,45,6747,0.67
Ilirska Bistrica,Primorsko-notranjska,2020,Ženske, Osnovnošolska ali manj - Skupaj,1870,6569,28.47
Ilirska Bistrica,Primorsko-notranjska,2020,Ženske, Srednješolska - Skupaj,2438,6569,37.11
Ilirska Bistrica,Primorsko-notranjska,2020,Ženske," Višješolska, visokošolska - Skupaj",1351,6569,20.57
Ilirska Bistrica,Primorsko-notranjska,2020,Ženske, Visokošolska 1. stopnje ipd.,700,6569,10.66
Ilirska Bistrica,Primorsko-notranjska,2020,Ženske, Visokošolska 2. stopnje ipd.,589,6569,8.97
Ilirska Bistrica,Primorsko-notranjska,2020,Ženske, Visokošolska 3. stopnje ipd.,62,6569,0.94
Ivančna Gorica,Osrednjeslovenska,2012,Moški, Osnovnošolska ali manj - Skupaj,1603,7952,20.16
Ivančna Gorica,Osrednjeslovenska,2012,Moški, Srednješolska - Skupaj,4079,7952,51.3
Ivančna Gorica,Osrednjeslovenska,2012,Moški," Višješolska, visokošolska - Skupaj",892,7952,11.22
Ivančna Gorica,Osrednjeslovenska,2012,Moški, Visokošolska 1. stopnje ipd.,407,7952,5.12
Ivančna Gorica,Osrednjeslovenska,2012,Moški, Visokošolska 2. stopnje ipd.,405,7952,5.09
Ivančna Gorica,Osrednjeslovenska,2012,Moški, Visokošolska 3. stopnje ipd.,80,7952,1.01
Ivančna Gorica,Osrednjeslovenska,2012,Ženske, Osnovnošolska ali manj - Skupaj,2105,7791,27.02
Ivančna Gorica,Osrednjeslovenska,2012,Ženske, Srednješolska - Skupaj,3080,7791,39.53
Ivančna Gorica,Osrednjeslovenska,2012,Ženske," Višješolska, visokošolska - Skupaj",1325,7791,17.01
Ivančna Gorica,Osrednjeslovenska,2012,Ženske, Visokošolska 1. stopnje ipd.,669,7791,8.59
Ivančna Gorica,Osrednjeslovenska,2012,Ženske, Visokošolska 2. stopnje ipd.,592,7791,7.6
